orthogroup	species_count	member_count	species_set
orthogroup_429	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_430	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_431	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_432	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_433	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_434	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_435	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_436	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_437	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_438	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_439	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2
orthogroup_440	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_441	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_442	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_443	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_444	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_445	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_446	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_447	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_448	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_449	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2
orthogroup_450	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_451	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000270125.2
orthogroup_452	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2
orthogroup_453	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_454	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_455	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_456	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_457	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_458	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_459	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_460	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000270125.2
orthogroup_461	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_462	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_463	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_464	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_465	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_466	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_467	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_468	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000762985.1
orthogroup_469	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_470	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_471	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_472	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_473	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_474	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2
orthogroup_475	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_476	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_477	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_478	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1
orthogroup_479	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_480	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_481	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2
orthogroup_482	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_483	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2
orthogroup_484	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_485	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_486	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_487	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_488	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_489	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_490	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_491	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_492	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_493	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_494	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_495	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_496	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_497	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_498	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_499	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_500	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_501	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_502	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_503	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_504	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_505	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_506	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_507	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_508	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_509	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_510	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_511	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_512	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_513	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_514	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_515	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_516	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_517	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_518	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_519	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_520	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_521	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2
orthogroup_522	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000762985.1
orthogroup_523	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_524	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_525	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_526	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_527	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1
orthogroup_528	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_529	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_530	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_531	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_532	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_533	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_534	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_535	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_536	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_537	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_538	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_539	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_540	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_541	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_542	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000270125.2
orthogroup_543	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_544	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_545	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_546	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_547	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_548	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_549	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_550	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_551	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_552	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_553	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_554	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_555	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_556	8	8	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000270125.2
orthogroup_557	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_558	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_559	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_560	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_561	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
orthogroup_562	10	10	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2;GCF_000762985.1
orthogroup_563	9	9	GCF_000005845.2;GCF_000006925.2;GCF_000006945.1;GCF_000009065.1;GCF_000018045.1;GCF_000025565.1;GCF_000069965.1;GCF_000240185.1;GCF_000270125.2
